Name,Rating,Rating_count,Description,highly_rated_for
ArcelorMittal Nippon Steel,4.1,(3.3k),Iron & Steel | Hyderabad / Secunderabad +86 other locations,"Work Life Balance, Job Security, Company Culture"
UBS,3.9,(3.3k),Financial Services | Hyderabad / Secunderabad +19 other locations,"Work Life Balance, Company Culture"
24/7 Customer,3.4,(3.3k),Software Product | Hyderabad / Secunderabad +36 other locations,
DTDC Express,3.7,(3.3k),Logistics | Hyderabad / Secunderabad +268 other locations,
Reliance Nippon Life Insurance,3.4,(3.3k),Insurance | Hyderabad / Secunderabad +482 other locations,
Ceat Tyres,3.9,(3.3k),Auto Components | Hyderabad / Secunderabad +141 other locations,"Job Security, Company Culture, Skill Development / Learning"
RSPL Group,4.0,(3.3k),FMCG | Hyderabad / Secunderabad +255 other locations,"Job Security, Work Life Balance, Company Culture"
HARMAN,3.8,(3.3k),Consumer Electronics & Appliances | Hyderabad / Secunderabad +42 other locations,Work Life Balance
ABB,4.1,(3.3k),Industrial Machinery | Hyderabad / Secunderabad +106 other locations,"Work Life Balance, Job Security, Company Culture"
Cloudnine Hospital,4.4,(3.3k),Healthcare | Hyderabad / Secunderabad +46 other locations,"Skill Development / Learning, Company Culture, Work Life Balance"
Barclays,3.7,(3.2k),Banking | Hyderabad / Secunderabad +36 other locations,
Indian Air Force,4.5,(3.2k),Defence & Aerospace | Hyderabad / Secunderabad +135 other locations,"Job Security, Skill Development / Learning, Salary & Benefits"
NatWest Group,4.0,(3.2k),Banking | Hyderabad / Secunderabad +28 other locations,"Work Life Balance, Job Security, Company Culture"
AGS Health,4.0,(3.2k),Analytics & KPO | Hyderabad / Secunderabad +58 other locations,"Company Culture, Job Security, Work Life Balance"
InterGlobe Aviation,3.5,(3.2k),Aviation | Hyderabad / Secunderabad +103 other locations,
Blinkit,3.7,(3.2k),Internet | Hyderabad / Secunderabad +142 other locations,Salary & Benefits
TVS Credit Services Ltd,4.2,(3.2k),NBFC | Hyderabad / Secunderabad +423 other locations,"Company Culture, Salary & Benefits, Work Life Balance"
Conduent,3.4,(3.2k),BPO | Hyderabad / Secunderabad +35 other locations,
Marpu Foundation,4.9,(3.2k),Non-Profit | Hyderabad / Secunderabad +62 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Alstom Transportation,3.7,(3.2k),Engineering & Construction | Hyderabad / Secunderabad +80 other locations,Job Security
Tata Technologies,3.5,(3.2k),Engineering & Construction | Hyderabad / Secunderabad +55 other locations,
GeBBS Healthcare Solutions,3.7,(3.2k),BPO | Hyderabad / Secunderabad +26 other locations,Job Security
Croma,3.8,(3.1k),Retail | Hyderabad / Secunderabad +188 other locations,"Job Security, Work Life Balance, Skill Development / Learning"
Tata AIG,4.0,(3.1k),Insurance | Hyderabad / Secunderabad +259 other locations,"Job Security, Company Culture, Work Life Balance"
Max Healthcare,3.9,(3.1k),Healthcare | Hyderabad / Secunderabad +78 other locations,"Job Security, Skill Development / Learning, Company Culture"
UPL,4.1,(3.1k),Agro Chemicals | Hyderabad / Secunderabad +185 other locations,"Job Security, Company Culture, Work Life Balance"
PepsiCo,4.0,(3.1k),Food Processing | Hyderabad / Secunderabad +275 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Amazon Transportation Services,4.2,(3.1k),Logistics | Hyderabad / Secunderabad +226 other locations,"Company Culture, Salary & Benefits, Work Life Balance"
Titan Company,4.2,(3.1k),Retail | Hyderabad / Secunderabad +182 other locations,"Company Culture, Job Security, Work Life Balance"
Walmart,3.4,(3.1k),Retail | Hyderabad / Secunderabad +93 other locations,
Dilip Buildcon,3.9,(3.1k),Engineering & Construction | Hyderabad / Secunderabad +227 other locations,Salary & Benefits
Future Group,4.2,(3.1k),Retail | Hyderabad / Secunderabad +207 other locations,"Company Culture, Work Life Balance, Skill Development / Learning"
Mankind Pharma,3.8,(3.1k),Pharma | Hyderabad / Secunderabad +247 other locations,Salary & Benefits
Bajaj General Insurance Limited,3.8,(3.1k),Insurance | Hyderabad / Secunderabad +272 other locations,Salary & Benefits
S&P Global,4.0,(3k),Analytics & KPO | Hyderabad / Secunderabad +47 other locations,"Company Culture, Work Life Balance"
MSN Laboratories,3.6,(3k),Pharma | Hyderabad / Secunderabad +103 other locations,Job Security
Afcons Infrastructure,4.2,(3k),Engineering & Construction | Hyderabad / Secunderabad +121 other locations,"Job Security, Skill Development / Learning, Salary & Benefits"
Jindal Stainless,4.1,(3k),Iron & Steel | Hyderabad / Secunderabad +76 other locations,"Job Security, Work Life Balance, Skill Development / Learning"
Societe Generale Global Solution Centre,3.6,(3k),IT Services & Consulting | Hyderabad / Secunderabad +24 other locations,"Work Life Balance, Job Security"
Torrent Pharmaceuticals,4.0,(3k),Pharma | Hyderabad / Secunderabad +128 other locations,"Job Security, Work Life Balance, Company Culture"
Quest Global,3.5,(3k),IT Services & Consulting | Hyderabad / Secunderabad +47 other locations,
CMS IT Services,3.1,(3k),IT Services & Consulting | Hyderabad / Secunderabad +152 other locations,
Square Yards,3.6,(2.9k),Internet | Hyderabad / Secunderabad +51 other locations,
ACC,3.9,(2.9k),Building Material | Hyderabad / Secunderabad +272 other locations,
I Process Services,3.8,(2.9k),Recruitment | Hyderabad / Secunderabad +405 other locations,"Company Culture, Work Life Balance"
HDFC Sales,3.9,(2.9k),Financial Services | Hyderabad / Secunderabad +345 other locations,"Skill Development / Learning, Company Culture, Work Life Balance"
IDFC FIRST Bharat,4.2,(2.9k),Financial Services | Hyderabad / Secunderabad +416 other locations,"Salary & Benefits, Company Culture, Work Life Balance"
Zensar Technologies,3.7,(2.9k),IT Services & Consulting | Hyderabad / Secunderabad +28 other locations,Work Life Balance
Shoppers Stop,4.0,(2.9k),Retail | Hyderabad / Secunderabad +83 other locations,"Company Culture, Work Life Balance, Job Security"
Suzlon Group,4.0,(2.9k),Power | Hyderabad / Secunderabad +142 other locations,"Job Security, Skill Development / Learning, Company Culture"
DS Group,4.1,(2.9k),FMCG | Hyderabad / Secunderabad +279 other locations,"Work Life Balance, Company Culture, Job Security"
ESAF Small Finance Bank,3.6,(2.9k),Banking | Hyderabad / Secunderabad +436 other locations,
Fujitsu,3.8,(2.9k),IT Services & Consulting | Hyderabad / Secunderabad +40 other locations,"Work Life Balance, Company Culture"
Eternal Limited,3.6,(2.8k),Internet | Hyderabad / Secunderabad +220 other locations,
Tata Elxsi,3.5,(2.8k),IT Services & Consulting | Hyderabad / Secunderabad +30 other locations,
Apollo Tyres,4.0,(2.8k),Auto Components | Hyderabad / Secunderabad +181 other locations,"Company Culture, Work Life Balance, Job Security"
Nokia,4.0,(2.8k),Telecom | Hyderabad / Secunderabad +166 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
VVDN Technologies,3.6,(2.8k),IT Services & Consulting | Hyderabad / Secunderabad +49 other locations,
Ola Electric Mobility,3.3,(2.8k),Automobile | Hyderabad / Secunderabad +416 other locations,
Indus Towers,3.6,(2.8k),Telecom | Hyderabad / Secunderabad +237 other locations,
Sagility,3.9,(2.8k),BPO | Hyderabad / Secunderabad +27 other locations,"Job Security, Company Culture, Work Life Balance"
Yazaki,3.9,(2.8k),Auto Components | Hyderabad / Secunderabad +93 other locations,"Job Security, Work Life Balance, Skill Development / Learning"
IKS Health,3.5,(2.8k),Healthcare | Hyderabad / Secunderabad +31 other locations,
UnitedHealth,4.0,(2.8k),Healthcare | Hyderabad / Secunderabad +17 other locations,"Job Security, Work Life Balance, Company Culture"
Fiserv,2.9,(2.8k),FinTech | Hyderabad / Secunderabad +32 other locations,
Bharat Financial Inclusion,3.7,(2.8k),Financial Services | Hyderabad / Secunderabad +487 other locations,Salary & Benefits
Landmark Group,3.8,(2.7k),Retail | Hyderabad / Secunderabad +172 other locations,Job Security
Shree Cement,3.8,(2.7k),Building Material | Hyderabad / Secunderabad +254 other locations,
Britannia,4.0,(2.7k),FMCG | Hyderabad / Secunderabad +296 other locations,"Job Security, Skill Development / Learning"
Blue Dart Express Ltd,3.9,(2.7k),Logistics | Hyderabad / Secunderabad +278 other locations,"Job Security, Company Culture"
SRF,4.1,(2.7k),Chemicals | Hyderabad / Secunderabad +67 other locations,"Job Security, Salary & Benefits, Work Life Balance"
Whitehat jr,3.3,(2.7k),EdTech | Hyderabad / Secunderabad +49 other locations,
Exide Industries,3.4,(2.7k),Auto Components | Hyderabad / Secunderabad +200 other locations,
Kansai Nerolac Paints,3.8,(2.7k),Chemicals | Hyderabad / Secunderabad +252 other locations,
Shell,3.9,(2.7k),Oil & Gas | Hyderabad / Secunderabad +90 other locations,"Work Life Balance, Company Culture, Salary & Benefits"
Flex,3.9,(2.7k),Electronics Manufacturing | Hyderabad / Secunderabad +46 other locations,"Company Culture, Work Life Balance, Work Satisfaction"
Capita,3.5,(2.7k),BPO | Hyderabad / Secunderabad +32 other locations,
Dalmia Bharat Cement,3.9,(2.6k),Building Material | Hyderabad / Secunderabad +248 other locations,"Job Security, Salary & Benefits"
ElasticRun,3.6,(2.6k),Logistics | Hyderabad / Secunderabad +390 other locations,
Micro Labs,3.6,(2.6k),Pharma | Hyderabad / Secunderabad +151 other locations,Job Security
Nestlé,3.8,(2.6k),FMCG | Hyderabad / Secunderabad +277 other locations,Salary & Benefits
TVS Supply Chain Solutions,3.8,(2.6k),Logistics | Hyderabad / Secunderabad +152 other locations,
KFintech,3.4,(2.6k),Financial Services | Hyderabad / Secunderabad +113 other locations,
KPMG Global Services,3.5,(2.6k),Management Consulting | Hyderabad / Secunderabad +37 other locations,
Zepto,3.5,(2.6k),Internet | Hyderabad / Secunderabad +100 other locations,
G4S,4.0,(2.6k),Law Enforcement & Security | Hyderabad / Secunderabad +162 other locations,"Work Life Balance, Salary & Benefits, Company Culture"
Voltas,4.0,(2.6k),Consumer Electronics & Appliances | Hyderabad / Secunderabad +206 other locations,"Job Security, Work Life Balance, Company Culture"
Star Health & Allied Insurance,3.5,(2.6k),Insurance | Hyderabad / Secunderabad +325 other locations,
ZS,3.1,(2.6k),Management Consulting | Hyderabad / Secunderabad +16 other locations,
BlackBuck,3.8,(2.6k),Internet | Hyderabad / Secunderabad +364 other locations,
Sahrudaya Healthcare (Medicover Hospitals),4.4,(2.6k),Healthcare | Hyderabad / Secunderabad +46 other locations,"Skill Development / Learning, Company Culture, Work Life Balance"
Sonalika Tractors,3.6,(2.6k),Automobile | Hyderabad / Secunderabad +191 other locations,
Ajanta Pharma,3.9,(2.6k),Pharma | Hyderabad / Secunderabad +118 other locations,Job Security
"Maruti Suzuki India Limited, Hansalpur",4.2,(2.6k),Automobile | Hyderabad / Secunderabad +119 other locations,"Job Security, Company Culture, Salary & Benefits"
Blue Star,4.1,(2.6k),Consumer Electronics & Appliances | Hyderabad / Secunderabad +147 other locations,"Company Culture, Skill Development / Learning, Salary & Benefits"
Domino's Pizza,3.9,(2.5k),Hospitality | Hyderabad / Secunderabad +245 other locations,"Skill Development / Learning, Salary & Benefits"
ACT Fibernet,3.9,(2.5k),Telecom | Hyderabad / Secunderabad +56 other locations,"Company Culture, Job Security"
GATI-KWE,3.9,(2.5k),Logistics | Hyderabad / Secunderabad +162 other locations,"Work Life Balance, Skill Development / Learning"
Care Health Insurance,3.5,(2.5k),Insurance | Hyderabad / Secunderabad +241 other locations,
NoBroker,3.0,(2.5k),Internet | Hyderabad / Secunderabad +49 other locations,
Fortis Healthcare,4.0,(2.5k),Healthcare | Hyderabad / Secunderabad +69 other locations,"Job Security, Skill Development / Learning, Company Culture"
Bajaj Electricals,3.9,(2.5k),Consumer Electronics & Appliances | Hyderabad / Secunderabad +234 other locations,"Work Life Balance, Salary & Benefits"
Sterlite Technologies,3.8,(2.5k),Hardware & Networking | Hyderabad / Secunderabad +101 other locations,
Gallagher,3.7,(2.5k),Insurance | Hyderabad / Secunderabad +28 other locations,"Company Culture, Work Life Balance, Job Security"
Tata Electronics,3.9,(2.5k),Semiconductors | Hyderabad / Secunderabad +48 other locations,Job Security
Exl India,3.5,(2.5k),Logistics | Hyderabad / Secunderabad +43 other locations,Job Security
Adani Power,3.7,(2.5k),Power | Hyderabad / Secunderabad +127 other locations,
Movate,3.1,(2.5k),IT Services & Consulting | Hyderabad / Secunderabad +38 other locations,
Sammaan Capital Limited,3.8,(2.5k),NBFC | Hyderabad / Secunderabad +201 other locations,
Alldigi Tech,3.9,(2.5k),BPO | Hyderabad / Secunderabad +36 other locations,"Work Life Balance, Job Security"
Foundever,3.4,(2.5k),BPO | Hyderabad / Secunderabad +23 other locations,
DBS Bank,3.7,(2.5k),Banking | Hyderabad / Secunderabad +175 other locations,Salary & Benefits
V-Mart,4.1,(2.5k),Retail | Hyderabad / Secunderabad +283 other locations,"Skill Development / Learning, Job Security, Company Culture"
Himalaya Wellness,4.0,(2.5k),Pharma | Hyderabad / Secunderabad +236 other locations,"Work Life Balance, Company Culture"
Tractors and Farm Equipment,3.9,(2.5k),Industrial Machinery | Hyderabad / Secunderabad +193 other locations,"Work Life Balance, Skill Development / Learning"
Niva Bupa Health Insurance Company,3.6,(2.4k),Insurance | Hyderabad / Secunderabad +258 other locations,
BT Group,3.8,(2.4k),Telecom | Hyderabad / Secunderabad +23 other locations,"Work Life Balance, Company Culture"
Tata Advanced Systems,3.7,(2.4k),Defence & Aerospace | Hyderabad / Secunderabad +55 other locations,Job Security
Paras Hospital,4.1,(2.4k),Healthcare | Hyderabad / Secunderabad +62 other locations,"Skill Development / Learning, Company Culture, Work Life Balance"
Parle Agro,4.0,(2.4k),Beverage | Hyderabad / Secunderabad +254 other locations,"Work Life Balance, Job Security"
Patanjali Ayurved,3.9,(2.4k),FMCG | Hyderabad / Secunderabad +302 other locations,Work Life Balance
Statestreet HCL Services,3.4,(2.4k),BPO | Hyderabad / Secunderabad +18 other locations,
JCB,3.9,(2.4k),Industrial Machinery | Hyderabad / Secunderabad +113 other locations,Work Life Balance
IntouchCX,2.7,(2.4k),BPO | Hyderabad / Secunderabad +22 other locations,
McDonald's,3.9,(2.4k),Hospitality | Hyderabad / Secunderabad +147 other locations,"Skill Development / Learning, Company Culture, Job Security"
Laurus Labs,4.3,(2.4k),Pharma | Hyderabad / Secunderabad +32 other locations,"Job Security, Salary & Benefits, Company Culture"
Mahindra Holidays & Resorts,3.5,(2.4k),Hospitality | Hyderabad / Secunderabad +112 other locations,
Physicswallah,3.6,(2.4k),EdTech | Hyderabad / Secunderabad +121 other locations,
ICICI Securities,3.9,(2.4k),Financial Services | Hyderabad / Secunderabad +147 other locations,"Job Security, Work Life Balance, Company Culture"
Emcure Pharmaceuticals,3.7,(2.4k),Pharma | Hyderabad / Secunderabad +113 other locations,
Planet Spark,3.9,(2.4k),EdTech | Hyderabad / Secunderabad +61 other locations,"Skill Development / Learning, Company Culture, Work Life Balance"
Biocon Limited,4.0,(2.4k),Biotechnology | Hyderabad / Secunderabad +66 other locations,"Work Life Balance, Company Culture, Job Security"
Mahindra Rural Housing Finance,4.0,(2.4k),NBFC | Hyderabad / Secunderabad +458 other locations,"Work Life Balance, Company Culture"
Foxconn,3.8,(2.4k),Electronics Manufacturing | Hyderabad / Secunderabad +58 other locations,Job Security
Canara HSBC Life Insurance,3.6,(2.4k),Insurance | Hyderabad / Secunderabad +308 other locations,
Datamatics Global Services,3.3,(2.4k),IT Services & Consulting | Hyderabad / Secunderabad +36 other locations,
Intellect Design Arena,3.6,(2.4k),Software Product | Hyderabad / Secunderabad +40 other locations,Job Security
Axis Direct,3.6,(2.4k),Financial Services | Hyderabad / Secunderabad +270 other locations,
Photon Interactive,4.1,(2.4k),IT Services & Consulting | Hyderabad / Secunderabad +17 other locations,"Skill Development / Learning, Salary & Benefits, Company Culture"
